PRECIPITATION,MAX_TEMP,MIN_TEMP,AVG_WIND_SPEED,TEMP_RANGE,FIRE_START_DAY,SEASON_Fall,SEASON_Spring,SEASON_Summer,SEASON_Winter
0.0,20.0,11.666666666666666,3.4019744000000003,8.333333333333334,False,0,1,0,0
0.0,15.555555555555555,8.88888888888889,2.9012896,6.666666666666666,False,0,0,0,1
0.0,23.33333333333333,17.22222222222222,3.598672,6.111111111111111,True,0,0,1,0
0.0,18.88888888888889,12.77777777777778,3.2008064,6.111111111111111,False,0,1,0,0
0.0,22.77777777777778,15.0,3.7014912,7.777777777777779,False,0,0,1,0
0.0,25.0,16.11111111111111,3.2991552,8.88888888888889,False,1,0,0,0
0.0,18.33333333333333,9.444444444444445,4.001008,8.888888888888888,False,0,1,0,0
0.0,17.77777777777778,10.555555555555555,2.4006048,7.222222222222223,False,0,1,0,0
0.0,22.77777777777778,9.444444444444445,2.4006048,13.333333333333334,False,0,0,0,1
0.0,23.88888888888889,16.11111111111111,3.4019744000000003,7.777777777777779,False,0,0,1,0
0.0,18.88888888888889,8.333333333333334,2.9996384,10.555555555555555,False,0,0,0,1
0.0,25.55555555555556,18.88888888888889,3.8981888,6.666666666666668,True,0,0,1,0
0.0,15.555555555555555,6.666666666666667,2.4006048,8.88888888888889,False,0,0,0,1
0.0,16.666666666666668,13.88888888888889,2.6017728,2.7777777777777786,False,0,1,0,0
0.0,17.22222222222222,10.555555555555555,2.2977856,6.666666666666666,False,0,0,0,1
0.0,23.33333333333333,15.555555555555555,4.0993568,7.777777777777777,False,0,1,0,0
0.0,23.33333333333333,17.77777777777778,3.5003232,5.555555555555554,True,0,0,1,0
0.0,30.0,20.0,3.4019744000000003,10.0,True,0,0,1,0
0.0,29.444444444444443,20.55555555555556,3.0979872,8.888888888888886,True,0,0,1,0
0.0,30.55555555555556,12.22222222222222,2.2977856,18.333333333333336,False,0,1,0,0
0.0,25.55555555555556,16.11111111111111,2.7984704,9.444444444444446,True,0,0,1,0
0.0,22.22222222222222,17.22222222222222,4.3988736,5.0,True,0,0,1,0
0.0,27.22222222222222,16.11111111111111,4.202176,11.11111111111111,False,0,1,0,0
0.0,28.88888888888889,20.55555555555556,3.4019744000000003,8.333333333333332,True,1,0,0,0
0.0,26.11111111111111,11.666666666666666,2.4989536,14.444444444444445,False,0,0,0,1
0.0,23.33333333333333,16.666666666666668,4.3005248,6.666666666666664,False,0,0,1,0
0.0,22.22222222222222,6.666666666666667,1.6987519999999998,15.555555555555554,True,0,0,0,1
0.254,15.555555555555555,10.0,6.2987936,5.555555555555555,False,0,0,0,1
0.0,20.55555555555556,13.333333333333334,3.0979872,7.222222222222223,False,0,1,0,0
0.0,18.33333333333333,12.22222222222222,2.7001216,6.111111111111111,False,0,0,0,1
0.0,21.666666666666668,15.555555555555555,3.2008064,6.1111111111111125,False,1,0,0,0
0.0,21.666666666666668,17.22222222222222,3.0979872,4.444444444444446,False,1,0,0,0
0.0,15.555555555555555,6.666666666666667,1.9982688,8.88888888888889,False,0,0,0,1
0.0,24.444444444444443,15.0,2.6017728,9.444444444444445,True,1,0,0,0
0.0,23.33333333333333,18.88888888888889,3.598672,4.444444444444443,True,0,0,1,0
0.0,25.0,18.88888888888889,4.001008,6.111111111111111,True,0,0,1,0
0.0,21.666666666666668,15.555555555555555,2.7984704,6.1111111111111125,True,0,0,1,0
0.0,20.0,14.444444444444445,3.8981888,5.555555555555555,False,0,1,0,0
0.0,18.33333333333333,12.77777777777778,1.9982688,5.555555555555554,False,0,0,0,1
0.0,26.666666666666668,20.0,3.79984,6.666666666666668,False,0,0,1,0
0.0,22.77777777777778,16.666666666666668,3.4019744000000003,6.111111111111111,True,0,0,1,0
0.0,29.444444444444443,15.0,3.0979872,14.444444444444445,False,1,0,0,0
0.0,25.0,17.22222222222222,3.5003232,7.777777777777779,True,0,0,1,0
0.0,20.0,16.666666666666668,2.4989536,3.333333333333332,False,1,0,0,0
0.0,21.11111111111111,12.77777777777778,2.9012896,8.333333333333332,False,0,1,0,0
0.0,27.77777777777778,20.0,4.0993568,7.777777777777779,False,0,0,1,0
0.0,17.22222222222222,7.777777777777778,2.101088,9.444444444444445,False,0,0,0,1
0.0,22.22222222222222,14.444444444444445,3.2991552,7.777777777777777,False,0,1,0,0
0.0,23.88888888888889,13.333333333333334,2.7001216,10.555555555555555,False,1,0,0,0
0.0,21.666666666666668,12.77777777777778,3.0979872,8.88888888888889,False,1,0,0,0
1.27,14.444444444444445,8.88888888888889,2.9996384,5.555555555555555,False,0,0,0,1
0.0,24.444444444444443,19.444444444444443,2.7984704,5.0,False,1,0,0,0
23.622,16.666666666666668,12.22222222222222,4.3005248,4.444444444444446,False,0,0,0,1
0.0,23.33333333333333,17.77777777777778,3.0979872,5.555555555555554,False,1,0,0,0
0.0,20.55555555555556,16.666666666666668,3.598672,3.888888888888889,True,0,0,1,0
0.0,20.55555555555556,12.22222222222222,3.598672,8.333333333333336,False,1,0,0,0
0.0,20.55555555555556,16.11111111111111,2.7984704,4.444444444444446,False,1,0,0,0
0.0,23.33333333333333,18.33333333333333,4.0993568,5.0,False,0,0,1,0
0.0,19.444444444444443,13.88888888888889,5.1007264,5.555555555555554,False,0,1,0,0
0.0,20.55555555555556,15.0,2.2977856,5.555555555555557,False,1,0,0,0
0.0,20.0,11.11111111111111,1.8015712,8.88888888888889,False,0,0,0,1
0.0,21.666666666666668,15.0,2.9996384,6.666666666666668,False,0,1,0,0
0.0,18.33333333333333,13.88888888888889,2.9996384,4.444444444444443,False,1,0,0,0
0.0,21.666666666666668,11.666666666666666,3.0979872,10.000000000000002,False,1,0,0,0
0.0,23.88888888888889,8.88888888888889,3.2991552,15.0,False,0,0,0,1
0.0,22.22222222222222,16.666666666666668,2.9996384,5.555555555555554,True,1,0,0,0
0.0,13.333333333333334,3.888888888888889,2.4006048,9.444444444444445,False,0,0,0,1
0.0,16.11111111111111,11.11111111111111,2.9012896,5.0,False,0,0,0,1
0.0,19.444444444444443,13.88888888888889,3.7014912,5.555555555555554,False,0,0,1,0
0.0,25.0,15.0,2.9012896,10.0,True,1,0,0,0
0.0,16.11111111111111,10.0,3.5003232,6.111111111111111,False,0,1,0,0
0.0,21.666666666666668,11.11111111111111,2.1994368,10.555555555555555,False,0,0,0,1
0.0,22.77777777777778,15.0,3.7014912,7.777777777777779,True,0,0,1,0
0.0,23.33333333333333,13.88888888888889,2.4989536,9.444444444444445,True,1,0,0,0
2.032,15.555555555555555,10.555555555555555,3.8981888,5.0,False,1,0,0,0
0.0,17.22222222222222,11.666666666666666,2.4006048,5.555555555555555,False,0,0,0,1
0.0,23.88888888888889,17.22222222222222,4.3005248,6.666666666666668,True,0,0,1,0
0.0,24.444444444444443,17.77777777777778,3.79984,6.666666666666664,True,0,0,1,0
0.0,16.666666666666668,11.666666666666666,5.900928,5.000000000000002,False,0,1,0,0
0.0,24.444444444444443,18.33333333333333,2.7984704,6.111111111111111,True,0,0,1,0
2.286,17.77777777777778,12.77777777777778,2.7984704,5.0,False,0,0,0,1
12.191999999999998,14.444444444444445,10.0,2.7984704,4.444444444444445,False,0,1,0,0
0.0,21.666666666666668,14.444444444444445,3.598672,7.222222222222223,True,0,0,1,0
0.0,24.444444444444443,9.444444444444445,1.5020544,14.999999999999998,False,0,0,0,1
0.0,22.22222222222222,12.77777777777778,2.7984704,9.444444444444445,False,1,0,0,0
0.0,22.77777777777778,17.22222222222222,2.9012896,5.555555555555557,True,1,0,0,0
0.0,21.666666666666668,15.555555555555555,3.79984,6.1111111111111125,False,0,0,1,0
0.0,20.0,15.555555555555555,2.7001216,4.444444444444445,True,1,0,0,0
0.0,21.11111111111111,15.555555555555555,2.4006048,5.555555555555555,False,1,0,0,0
0.0,16.666666666666668,12.22222222222222,1.8015712,4.444444444444446,False,0,0,0,1
0.0,22.77777777777778,13.333333333333334,2.9012896,9.444444444444445,True,0,1,0,0
0.0,21.666666666666668,13.88888888888889,2.6017728,7.777777777777779,False,1,0,0,0
0.0,19.444444444444443,9.444444444444445,3.2991552,9.999999999999998,False,0,1,0,0
0.0,20.0,12.22222222222222,4.3005248,7.777777777777779,False,0,1,0,0
0.0,22.22222222222222,15.0,3.598672,7.222222222222221,False,0,1,0,0
0.0,16.666666666666668,7.777777777777778,1.9982688,8.88888888888889,False,0,0,0,1
0.0,20.0,11.666666666666666,3.7014912,8.333333333333334,False,0,1,0,0
0.0,22.22222222222222,16.666666666666668,3.0979872,5.555555555555554,False,0,0,1,0
0.0,17.77777777777778,11.11111111111111,3.598672,6.666666666666668,False,0,0,0,1
0.0,23.88888888888889,18.88888888888889,4.001008,5.0,False,0,0,1,0
0.0,28.33333333333333,12.77777777777778,2.4989536,15.555555555555554,False,0,0,0,1
0.0,15.0,11.11111111111111,3.2991552,3.888888888888889,False,0,0,0,1
0.0,20.55555555555556,15.0,2.9996384,5.555555555555557,True,0,1,0,0
0.0,16.666666666666668,10.555555555555555,2.7001216,6.1111111111111125,False,0,0,0,1
0.0,24.444444444444443,18.88888888888889,4.3005248,5.555555555555554,True,0,0,1,0
4.571999999999999,12.22222222222222,5.0,2.9996384,7.222222222222221,False,0,0,0,1
0.0,19.444444444444443,15.0,3.598672,4.444444444444443,True,0,1,0,0
0.0,25.55555555555556,16.666666666666668,2.7984704,8.88888888888889,True,1,0,0,0
0.0,15.0,11.666666666666666,1.6004032,3.333333333333334,False,0,0,0,1
0.0,23.33333333333333,14.444444444444445,2.7001216,8.888888888888888,True,1,0,0,0
0.0,22.77777777777778,9.444444444444445,2.9996384,13.333333333333334,False,0,0,0,1
0.0,17.22222222222222,12.22222222222222,3.79984,5.0,False,0,0,0,1
3.81,17.77777777777778,11.666666666666666,2.9996384,6.1111111111111125,False,0,0,0,1
0.0,23.88888888888889,18.33333333333333,3.0979872,5.555555555555557,False,1,0,0,0
0.0,27.22222222222222,13.333333333333334,3.4019744000000003,13.888888888888888,False,0,1,0,0
0.0,16.11111111111111,9.444444444444445,2.7984704,6.666666666666666,False,0,0,0,1
0.0,17.22222222222222,9.444444444444445,3.4019744000000003,7.777777777777777,False,0,1,0,0
0.0,21.666666666666668,12.77777777777778,3.2008064,8.88888888888889,False,1,0,0,0
0.0,24.444444444444443,9.444444444444445,1.3992352,14.999999999999998,False,0,0,0,1
0.0,33.888888888888886,20.55555555555556,2.9012896,13.333333333333329,True,1,0,0,0
0.0,17.22222222222222,11.666666666666666,2.4989536,5.555555555555555,False,0,1,0,0
0.0,24.444444444444443,17.77777777777778,3.2008064,6.666666666666664,True,0,0,1,0
0.0,17.22222222222222,12.22222222222222,2.7984704,5.0,False,0,0,0,1
0.0,24.444444444444443,17.22222222222222,2.9012896,7.222222222222221,True,0,0,1,0
0.0,27.22222222222222,13.333333333333334,2.6017728,13.888888888888888,False,1,0,0,0
0.0,16.666666666666668,8.88888888888889,1.9982688,7.777777777777779,False,0,0,0,1
0.0,16.666666666666668,11.666666666666666,2.4989536,5.000000000000002,False,0,1,0,0
0.0,16.666666666666668,4.444444444444445,2.9012896,12.222222222222223,False,0,0,0,1
0.0,17.22222222222222,12.77777777777778,3.7014912,4.444444444444443,False,0,0,0,1
0.0,23.33333333333333,17.77777777777778,3.7014912,5.555555555555554,True,0,0,1,0
0.0,20.55555555555556,15.555555555555555,4.6000416,5.000000000000002,False,0,0,1,0
0.0,22.77777777777778,8.88888888888889,3.7014912,13.88888888888889,False,0,0,0,1
0.0,21.666666666666668,16.666666666666668,3.2008064,5.0,True,0,0,1,0
0.0,28.33333333333333,12.22222222222222,3.5003232,16.11111111111111,False,0,1,0,0
7.365999999999999,16.11111111111111,11.11111111111111,3.79984,5.0,False,0,1,0,0
0.0,17.22222222222222,6.666666666666667,4.3988736,10.555555555555554,False,0,0,0,1
0.0,21.11111111111111,8.333333333333334,2.9996384,12.777777777777777,False,0,0,0,1
0.0,20.55555555555556,12.22222222222222,2.7984704,8.333333333333336,False,1,0,0,0
0.0,22.22222222222222,7.777777777777778,2.4989536,14.444444444444445,False,0,0,0,1
0.0,16.666666666666668,6.111111111111111,3.4019744000000003,10.555555555555555,False,0,1,0,0
0.0,23.33333333333333,14.444444444444445,3.5003232,8.888888888888888,True,0,1,0,0
0.0,16.666666666666668,10.555555555555555,4.001008,6.1111111111111125,False,0,1,0,0
0.0,16.666666666666668,11.666666666666666,2.7001216,5.000000000000002,False,1,0,0,0
0.0,22.22222222222222,17.22222222222222,3.79984,5.0,True,0,0,1,0
0.0,20.55555555555556,17.77777777777778,3.79984,2.7777777777777786,True,1,0,0,0
0.0,25.0,18.33333333333333,2.9996384,6.666666666666668,True,1,0,0,0
0.0,27.22222222222222,11.11111111111111,3.2008064,16.11111111111111,False,0,0,0,1
0.0,22.77777777777778,16.11111111111111,4.001008,6.666666666666668,True,0,0,1,0
0.0,22.22222222222222,8.333333333333334,2.4989536,13.888888888888888,True,0,0,0,1
0.508,17.22222222222222,11.666666666666666,8.1987136,5.555555555555555,False,0,1,0,0
0.0,26.666666666666668,17.22222222222222,2.9012896,9.444444444444446,True,1,0,0,0
0.0,25.55555555555556,15.555555555555555,2.9996384,10.000000000000002,False,0,1,0,0
9.652,20.55555555555556,11.666666666666666,4.9979072,8.888888888888891,False,0,1,0,0
0.0,26.11111111111111,10.0,1.5020544,16.11111111111111,False,0,1,0,0
0.0,23.33333333333333,17.22222222222222,3.2991552,6.111111111111111,True,0,0,1,0
0.0,28.33333333333333,7.777777777777778,2.4989536,20.555555555555557,False,0,0,0,1
0.0,22.77777777777778,10.555555555555555,3.5003232,12.222222222222223,False,1,0,0,0
0.0,21.11111111111111,15.0,2.9996384,6.111111111111111,True,0,0,1,0
0.0,22.22222222222222,16.666666666666668,4.6983904,5.555555555555554,False,0,0,1,0
0.0,20.0,14.444444444444445,5.1007264,5.555555555555555,True,0,0,1,0
0.0,17.77777777777778,8.333333333333334,2.1994368,9.444444444444445,False,0,0,0,1
0.0,22.22222222222222,15.555555555555555,3.7014912,6.666666666666666,False,1,0,0,0
0.0,26.11111111111111,17.77777777777778,3.5003232,8.333333333333332,False,0,0,1,0
0.0,18.33333333333333,10.555555555555555,6.7994784,7.777777777777777,False,1,0,0,0
0.0,22.22222222222222,17.22222222222222,3.7014912,5.0,False,0,0,1,0
0.0,19.444444444444443,15.555555555555555,3.2991552,3.888888888888888,False,0,0,1,0
0.0,22.22222222222222,8.88888888888889,1.6987519999999998,13.333333333333332,False,0,0,0,1
0.0,26.11111111111111,15.555555555555555,3.79984,10.555555555555555,False,0,1,0,0
1.778,15.0,8.88888888888889,5.1990752,6.111111111111111,False,0,0,0,1
0.0,21.666666666666668,10.0,2.4989536,11.666666666666668,False,0,0,0,1
0.0,18.33333333333333,15.0,3.79984,3.333333333333332,True,0,1,0,0
0.0,22.22222222222222,16.11111111111111,4.202176,6.111111111111111,False,0,0,1,0
0.0,23.88888888888889,17.22222222222222,4.202176,6.666666666666668,True,0,0,1,0
0.0,18.88888888888889,15.555555555555555,2.1994368,3.333333333333334,False,1,0,0,0
0.0,16.666666666666668,8.88888888888889,2.9012896,7.777777777777779,False,0,0,0,1
0.0,17.22222222222222,10.0,2.101088,7.222222222222221,False,0,0,0,1
0.0,13.88888888888889,3.888888888888889,2.7984704,10.0,False,0,0,0,1
0.0,16.11111111111111,13.88888888888889,2.6017728,2.222222222222221,False,0,1,0,0
0.0,20.55555555555556,16.11111111111111,3.2008064,4.444444444444446,False,1,0,0,0
0.0,23.88888888888889,16.666666666666668,3.598672,7.222222222222221,True,1,0,0,0
0.0,23.88888888888889,16.666666666666668,2.9996384,7.222222222222221,True,0,0,1,0
0.0,23.33333333333333,13.88888888888889,3.598672,9.444444444444445,True,0,1,0,0
0.0,20.55555555555556,15.0,3.0979872,5.555555555555557,True,0,1,0,0
0.0,13.88888888888889,6.666666666666667,3.5003232,7.222222222222222,False,0,0,0,1
0.0,23.33333333333333,17.77777777777778,3.598672,5.555555555555554,True,0,0,1,0
0.0,25.0,16.666666666666668,3.598672,8.333333333333332,False,1,0,0,0
0.0,25.0,11.11111111111111,2.1994368,13.88888888888889,True,1,0,0,0
0.0,20.0,15.555555555555555,3.4019744000000003,4.444444444444445,True,0,0,1,0
0.0,26.11111111111111,11.11111111111111,1.8015712,15.0,False,0,0,0,1
0.0,24.444444444444443,17.77777777777778,3.598672,6.666666666666664,False,0,0,1,0
0.0,27.22222222222222,18.88888888888889,2.9996384,8.333333333333332,True,0,0,1,0
0.0,20.55555555555556,11.666666666666666,1.9982688,8.888888888888891,False,0,0,0,1
0.0,24.444444444444443,15.555555555555555,2.9996384,8.888888888888888,True,1,0,0,0
0.0,22.77777777777778,18.88888888888889,4.0993568,3.888888888888889,True,0,0,1,0
0.0,18.33333333333333,10.555555555555555,3.2991552,7.777777777777777,False,0,1,0,0
1.5239999999999998,16.666666666666668,12.77777777777778,1.9982688,3.888888888888889,False,0,0,0,1
0.0,25.55555555555556,19.444444444444443,3.0979872,6.111111111111114,True,0,0,1,0
0.0,20.0,14.444444444444445,2.9996384,5.555555555555555,True,0,1,0,0
0.0,21.666666666666668,17.22222222222222,4.6983904,4.444444444444446,False,0,0,1,0
0.0,19.444444444444443,12.77777777777778,4.5016928,6.666666666666664,False,0,1,0,0
0.0,25.0,18.88888888888889,3.4019744000000003,6.111111111111111,False,0,0,1,0
1.27,18.88888888888889,12.77777777777778,4.8995584,6.111111111111111,False,0,1,0,0
0.0,22.22222222222222,15.555555555555555,3.2991552,6.666666666666666,True,0,0,1,0
0.7619999999999999,16.666666666666668,11.666666666666666,2.6017728,5.000000000000002,False,0,1,0,0
0.254,17.77777777777778,12.22222222222222,2.9996384,5.555555555555557,False,0,0,0,1
0.0,22.22222222222222,8.333333333333334,2.1994368,13.888888888888888,False,0,0,0,1
0.0,19.444444444444443,16.11111111111111,4.001008,3.333333333333332,False,0,0,1,0
0.0,16.666666666666668,9.444444444444445,3.7014912,7.222222222222223,True,0,1,0,0
24.638,15.555555555555555,11.666666666666666,3.79984,3.888888888888889,False,0,0,0,1
0.0,23.33333333333333,12.77777777777778,2.9996384,10.555555555555554,False,0,1,0,0
0.7619999999999999,20.55555555555556,15.0,4.6983904,5.555555555555557,False,0,1,0,0
0.0,15.0,11.11111111111111,5.69976,3.888888888888889,False,0,1,0,0
9.398,11.666666666666666,7.777777777777778,4.001008,3.888888888888888,False,0,0,0,1
0.0,22.77777777777778,18.33333333333333,3.598672,4.444444444444446,False,1,0,0,0
0.0,28.33333333333333,17.22222222222222,2.7984704,11.11111111111111,True,1,0,0,0
1.5239999999999998,16.666666666666668,12.77777777777778,6.4999616,3.888888888888889,False,0,1,0,0
0.0,22.77777777777778,17.77777777777778,3.5003232,5.0,True,0,0,1,0
0.0,24.444444444444443,8.333333333333334,1.9982688,16.111111111111107,False,0,0,0,1
0.0,18.88888888888889,11.11111111111111,4.6000416,7.777777777777779,False,0,1,0,0
0.0,18.33333333333333,12.77777777777778,4.0993568,5.555555555555554,True,0,1,0,0
0.0,25.0,8.333333333333334,2.9996384,16.666666666666664,False,0,0,0,1
29.21,15.0,12.77777777777778,3.8981888,2.222222222222221,False,0,0,0,1
0.0,23.88888888888889,15.0,4.6000416,8.88888888888889,False,0,1,0,0
0.0,23.88888888888889,15.0,2.6017728,8.88888888888889,False,1,0,0,0
0.0,19.444444444444443,13.333333333333334,3.598672,6.111111111111109,False,0,1,0,0
0.0,22.77777777777778,16.11111111111111,3.4019744000000003,6.666666666666668,False,0,0,1,0
0.0,22.22222222222222,15.555555555555555,4.001008,6.666666666666666,False,1,0,0,0
0.0,23.33333333333333,18.88888888888889,2.6017728,4.444444444444443,True,0,0,1,0
28.701999999999995,18.33333333333333,14.444444444444445,2.6017728,3.888888888888888,False,1,0,0,0
0.0,18.88888888888889,12.22222222222222,2.9996384,6.666666666666668,True,0,1,0,0
0.0,28.33333333333333,20.0,2.9012896,8.333333333333332,True,0,0,1,0
0.0,22.22222222222222,13.333333333333334,1.89992,8.888888888888888,False,0,0,0,1
0.0,20.55555555555556,7.222222222222222,2.4989536,13.333333333333336,False,0,0,0,1
0.0,25.0,15.0,2.6017728,10.0,False,1,0,0,0
27.686,18.33333333333333,15.555555555555555,2.6017728,2.777777777777777,False,1,0,0,0
0.0,16.11111111111111,12.22222222222222,3.4019744000000003,3.888888888888889,False,0,0,0,1
0.0,17.77777777777778,13.333333333333334,3.7014912,4.444444444444445,False,0,1,0,0
21.59,15.0,11.11111111111111,4.5016928,3.888888888888889,False,0,0,0,1
0.0,20.0,10.555555555555555,2.7001216,9.444444444444445,False,0,1,0,0
0.0,20.0,13.333333333333334,3.8981888,6.666666666666666,True,0,1,0,0
0.0,20.0,10.0,4.3005248,10.0,False,0,1,0,0
0.0,24.444444444444443,16.11111111111111,4.202176,8.333333333333332,True,0,0,1,0
8.889999999999999,13.88888888888889,3.888888888888889,3.7014912,10.0,False,0,0,0,1
12.7,23.33333333333333,16.11111111111111,4.001008,7.222222222222221,True,1,0,0,0
0.0,21.666666666666668,16.666666666666668,3.2008064,5.0,True,0,1,0,0
0.0,20.0,8.333333333333334,2.2977856,11.666666666666666,False,0,0,0,1
8.128,15.0,10.0,6.7994784,5.0,False,0,1,0,0
4.064,18.33333333333333,11.666666666666666,3.2008064,6.666666666666666,False,0,0,0,1
