지점,지점명,일시,평균최고기온(°C),평균최저기온(°C),월합강수량(00~24h만)(mm),평균풍속(m/s)
273,문경,1979-06,27.4,17.7,405,.8
273,문경,1979-07,29.5,20.6,166.7,1
273,문경,1979-08,30,20.8,167.5,1
273,문경,1979-09,24.8,14.1,169.1,.8
273,문경,1979-10,22.5,7.3,29.3,.9
273,문경,1979-11,11.7,-.4,15.7,1.4
273,문경,1979-12,7,-3.4,36,1.3
273,문경,1980-01,2.9,-6.8,24.7,2
273,문경,1980-02,3.8,-6.5,3.8,2.1
273,문경,1980-03,11.8,.2,22.7,1.6
273,문경,1980-04,16.5,4.6,162,1.9
273,문경,1980-05,24.4,10.5,130.8,1.6
273,문경,1980-06,28,17.7,222,1.3
273,문경,1980-07,26.8,19.4,372.3,.8
273,문경,1980-08,25.6,19.1,264.7,.7
273,문경,1980-09,25.2,13.5,55.2,1
273,문경,1980-10,18.4,7.4,67,1.5
273,문경,1980-11,14.3,1.5,21.3,1.2
273,문경,1980-12,2.6,-6.4,18.1,2.5
273,문경,1981-01,.1,-10.3,28.9,2.1
273,문경,1981-02,4.1,-5,15.8,2.2
273,문경,1981-03,13.3,.4,46.6,2.1
273,문경,1981-04,20.2,6.9,26.6,1.9
273,문경,1981-05,24.7,10.8,21.8,1.8
273,문경,1981-06,28.1,16.6,85.4,1
273,문경,1981-07,30.7,22.3,267.6,1
273,문경,1981-08,28.8,19.4,255,.8
273,문경,1981-09,25.2,13.5,150.3,.9
273,문경,1981-10,18.7,6.5,14.1,1.4
273,문경,1981-11,9.4,-.5,30.4,1.6
273,문경,1981-12,5.8,-4.8,10.6,1.7
273,문경,1982-01,2.9,-7,9,2
273,문경,1982-02,7,-4.9,18.1,1.5
273,문경,1982-03,12.9,.8,50.9,1.6
273,문경,1982-04,19.7,5.7,21.2,1.5
273,문경,1982-05,25.1,11.8,88.2,1.3
273,문경,1982-06,29,15.6,37.3,1.1
273,문경,1982-07,30.3,19.3,163.7,.9
273,문경,1982-08,30.4,21.3,213.6,1
273,문경,1982-09,26.1,12.9,4.1,1
273,문경,1982-10,22.2,7.4,12.9,.9
273,문경,1982-11,13.4,2.9,95.1,1.3
273,문경,1982-12,5.2,-4.3,29.8,1.5
273,문경,1983-01,4.7,-5.5,13.2,1.7
273,문경,1983-02,4,-5.5,23.9,1.9
273,문경,1983-03,11.8,0,78.8,1.4
273,문경,1983-04,20.3,6.9,144.6,1.7
273,문경,1983-05,25,11.5,49.8,1.2
273,문경,1983-06,28.7,15.9,183.6,1.1
273,문경,1983-07,28.3,20.1,306.4,.8
273,문경,1983-08,31,21.7,179.2,.9
273,문경,1983-09,26.3,16.9,135,.8
273,문경,1983-10,20.1,8.7,19.5,1.1
273,문경,1983-11,12.1,.5,9.7,1.7
273,문경,1983-12,4.6,-5.9,4.1,2
273,문경,1984-01,1.1,-9.5,1.4,2
273,문경,1984-02,3.4,-7.8,8.7,2.2
273,문경,1984-03,9.4,-2.3,8.5,2
273,문경,1984-04,18.5,5.3,107.5,1.4
273,문경,1984-05,25.5,11.5,61.2,1.2
273,문경,1984-06,27.6,17.4,191,1.1
273,문경,1984-07,29.4,21.2,195.9,.8
273,문경,1984-08,31.8,22.9,134.8,.9
273,문경,1984-09,25.2,14.6,192.8,.8
273,문경,1984-10,19.8,6.4,15.1,1.3
273,문경,1984-11,14.2,1.5,76.4,1
273,문경,1984-12,5.1,-4.2,16.3,1.6
273,문경,1985-01,.9,-10.1,12.5,1.7
273,문경,1985-02,5.2,-3.6,16.6,1.9
273,문경,1985-03,10.9,.4,60.9,1.6
273,문경,1985-04,19.4,5.2,38.7,1.5
273,문경,1985-05,24.3,11.7,155.8,1.1
273,문경,1985-06,26.8,16.4,66.4,.9
273,문경,1985-07,30.3,21.5,291.4,.7
273,문경,1985-08,31.4,22.7,219.1,.9
273,문경,1985-09,24.9,16.6,287.5,.8
273,문경,1985-10,20,10,92.8,1.1
273,문경,1985-11,10.3,2.1,37.3,1.5
273,문경,1985-12,2.8,-6.5,18.3,1.9
273,문경,1986-01,1.6,-7.5,4.4,2.3
273,문경,1986-02,3.1,-6.3,13,2.3
273,문경,1986-03,11.4,-.1,19.7,1.6
273,문경,1986-04,20.4,6.2,21.2,1.8
273,문경,1986-05,24.2,11.1,103.2,1.3
273,문경,1986-06,26.6,17.3,210.2,1.2
273,문경,1986-07,27,19.8,226.4,.8
273,문경,1986-08,29.7,20.7,279.9,1
273,문경,1986-09,24.9,14.2,94.6,.9
273,문경,1986-10,17.8,7.2,92.6,.9
273,문경,1986-11,11.2,-.1,16,1.4
273,문경,1986-12,7.1,-1.9,55.6,1.3
273,문경,1987-01,3.2,-5.9,45.1,1.9
273,문경,1987-02,6.7,-2.7,56.9,1.9
273,문경,1987-03,11.7,1.2,47.4,1.8
273,문경,1987-04,19.4,5.4,65.3,1.5
273,문경,1987-05,24.8,11.4,93,1.3
273,문경,1987-06,29,16.6,163,1
273,문경,1987-07,28.7,20.9,558.8,.9
273,문경,1987-08,29,21.7,467.4,.7
273,문경,1987-09,25.5,13.9,27.6,1
273,문경,1987-10,22.3,9.1,50.3,1
273,문경,1987-11,12.5,.9,67.1,1.2
273,문경,1987-12,6.4,-4.5,.2,1.7
273,문경,1988-01,3.9,-5.8,2.3,2.5
273,문경,1988-02,4.4,-6.2,7.2,2.3
273,문경,1988-03,9.6,-1.8,45.3,2.3
273,문경,1988-04,18.4,4.7,68.5,2.1
273,문경,1988-05,23.9,10,45.6,1.5
273,문경,1988-06,27.1,16.4,105.7,1.3
273,문경,1988-07,26.4,19.4,476.5,.9
273,문경,1988-08,30.6,19.8,76,.9
273,문경,1988-09,25.3,13.9,59.8,1
273,문경,1988-10,20.8,7.6,2.5,1.4
273,문경,1988-11,11.2,-.4,15,2.3
273,문경,1988-12,4.9,-4.7,12.3,2.2
273,문경,1989-01,4.6,-3.3,87.5,1.6
273,문경,1989-02,7.1,-2.7,77.5,1.7
273,문경,1989-03,11,0,106.8,2
273,문경,1989-04,21.6,5.9,19.5,1.7
273,문경,1989-05,24.5,11.1,88,1.6
273,문경,1989-06,25.4,14.5,226,1.3
273,문경,1989-07,27.5,18.9,448.4,.9
273,문경,1989-08,28.7,18.8,97.5,1
273,문경,1989-09,24.4,15,258.5,.9
273,문경,1989-10,19.4,5.7,23,1.3
273,문경,1989-11,11.5,2.1,75.5,1.7
273,문경,1989-12,6.7,-2.4,11.8,1.9
273,문경,1990-01,1.1,-7.2,75.1,1.8
273,문경,1990-02,6.4,-.5,103.9,1.5
273,문경,1990-03,12.1,1.8,44.8,2
273,문경,1990-04,16.9,5.3,90.9,2
273,문경,1990-05,21.7,10.4,101.5,1.6
273,문경,1990-06,25.6,16.6,273.4,1.1
273,문경,1990-07,29.4,21.4,227.2,.8
273,문경,1990-08,31.7,21.1,133.8,.9
273,문경,1990-09,25.3,15.8,168.1,.9
273,문경,1990-10,20.7,7.1,8.7,1.2
273,문경,1990-11,14.8,3.2,61,1.6
273,문경,1990-12,5.7,-4.8,22.3,2.2
273,문경,1991-01,2.2,-6.6,19.5,2.1
273,문경,1991-02,3.5,-5.4,43.7,2.2
273,문경,1991-03,10.3,.2,31.5,2
273,문경,1991-04,19.8,5.2,69.1,1.9
273,문경,1991-05,23,9.9,89.8,1.7
273,문경,1991-06,27.7,17,101.7,1.1
273,문경,1991-07,26.8,20.2,384.3,.7
273,문경,1991-08,27.9,19,104.3,.9
273,문경,1991-09,24.5,14.4,131.3,.8
273,문경,1991-10,19.8,5.8,4.6,1.4
273,문경,1991-11,12.1,-.2,10.3,1.6
273,문경,1991-12,6.8,-2.3,49.8,1.7
273,문경,1992-01,4.7,-4.1,6,1.8
273,문경,1992-02,6,-5.2,4.2,1.9
273,문경,1992-03,12.1,.9,37.9,1.6
273,문경,1992-04,18.4,5.5,100,1.9
273,문경,1992-05,21.6,9.1,68.8,1.6
273,문경,1992-06,26.1,13.6,42,1.3
273,문경,1992-07,29.9,19.9,291.8,1.1
273,문경,1992-08,27.8,19.3,216.2,1
273,문경,1992-09,24.6,14.5,200.6,1.3
273,문경,1992-10,18.8,6.4,56.1,1.4
273,문경,1992-11,11.4,-.9,18.3,1.7
273,문경,1992-12,5.5,-3.6,42.7,1.9
273,문경,1993-01,2.8,-6.7,12.1,2.2
273,문경,1993-02,6.7,-4.4,59.7,2.5
273,문경,1993-03,11.1,-1.8,30.2,1.7
273,문경,1993-04,18.2,4.4,57.3,2.5
273,문경,1993-05,23.7,10.1,192.5,1.5
273,문경,1993-06,25.8,16.2,165,1.3
273,문경,1993-07,25.8,17.3,293.5,1.1
273,문경,1993-08,25.5,17.6,428.5,1.2
273,문경,1993-09,25.5,12.9,120.5,1.4
273,문경,1993-10,18.8,5,46.5,2
273,문경,1993-11,11.7,2.7,57.2,1.8
273,문경,1993-12,4.7,-5.7,11.7,2.7
273,문경,1994-01,3.5,-7.1,5.8,2.3
273,문경,1994-02,6.3,-5.2,5.8,2.7
273,문경,1994-03,9.2,-1.9,37.6,2.7
273,문경,1994-04,21.2,6,46.5,2.2
273,문경,1994-05,23.5,10,156,2
273,문경,1994-06,27.8,15.2,145,1.5
273,문경,1994-07,33.8,22.4,60,1.4
273,문경,1994-08,31.7,21.2,211,1.2
273,문경,1994-09,26.5,13.2,1.5,1.6
273,문경,1994-10,20.1,7.4,159,1.6
273,문경,1994-11,14.2,1.8,20.5,1.8
273,문경,1994-12,6.2,-4.7,9.1,2.5
273,문경,1995-01,2.5,-7.3,13.6,2.9
273,문경,1995-02,6.8,-5.9,8.1,2
273,문경,1995-03,10.9,-.5,72.1,2.1
273,문경,1995-04,18.9,3.6,68,2.4
273,문경,1995-05,22.9,8.4,94.5,1.8
273,문경,1995-06,26,14,80,1.6
273,문경,1995-07,28.8,20.2,155,1.1
273,문경,1995-08,30.6,21.2,405,1.1
273,문경,1995-09,23.8,12.4,29.5,1.4
273,문경,1995-10,20.6,7.2,34.5,1.6
273,문경,1995-11,11.9,-1.3,22.2,2.4
273,문경,1995-12,4.2,-6.8,2.1,2.5
273,문경,1996-01,3.1,-7.3,19.6,2.5
273,문경,1996-02,4.7,-7.4,1.3,2.5
273,문경,1996-03,9.2,-1.7,106.2,2.1
273,문경,1996-04,16.9,3.9,35.5,2.8
273,문경,1996-05,24.2,9.8,56.5,1.7
273,문경,1996-06,25.8,16.9,294.2,1.3
273,문경,1996-07,29.2,19.1,236,1.3
273,문경,1996-08,30.3,20.2,121,1.2
273,문경,1996-09,26.6,13.6,18.5,1.2
273,문경,1996-10,20,6.6,70,1.4
273,문경,1996-11,11.5,.6,59,1.8
273,문경,1996-12,7.3,-5.2,22.2,1.7
273,문경,1997-01,3.4,-7.3,9.4,2.4
273,문경,1997-02,7.5,-6.3,31.3,1.9
273,문경,1997-03,13.6,-.3,23.5,1.7
273,문경,1997-04,19.7,5.9,53.2,1.6
273,문경,1997-05,23.4,10.8,228,1.3
273,문경,1997-06,28.6,15.3,158.5,1
273,문경,1997-07,29.4,20.1,418,.9
273,문경,1997-08,29.9,20.4,171.5,1
273,문경,1997-09,25.8,13,67,1.4
273,문경,1997-10,20.7,5.5,13,1.7
273,문경,1997-11,14.8,2.4,158.5,1.5
273,문경,1997-12,7.9,-2.8,48.8,1.7
273,문경,1998-01,4.7,-5.4,25.2,1.9
273,문경,1998-02,9.6,-2.1,43.3,1.6
273,문경,1998-03,13.9,1.3,32.5,2.3
273,문경,1998-04,22.1,9.7,187.5,1.2
273,문경,1998-05,25.2,11.7,123,1.2
273,문경,1998-06,24.9,15.1,276,1
273,문경,1998-07,27,19.7,284,1
273,문경,1998-08,27.7,19.9,605,.7
273,문경,1998-09,26.1,15,189.2,.7
273,문경,1998-10,21.2,9.6,50.5,1.1
273,문경,1998-11,13.1,.1,23.1,1.7
273,문경,1998-12,7.8,-3.2,8.1,1.9
273,문경,1999-01,4.7,-5.6,.8,2.6
273,문경,1999-02,6.3,-4.5,7.8,2.7
273,문경,1999-03,12,-.6,79.1,1.8
273,문경,1999-04,19.7,5.5,121.4,2.1
273,문경,1999-05,23.9,10.3,131.7,1.7
273,문경,1999-06,27.9,15.7,206.5,1.2
273,문경,1999-07,28.1,19.1,232.5,1
273,문경,1999-08,28.7,20,325,.8
273,문경,1999-09,26.6,17.4,405,.8
273,문경,1999-10,19.3,6.7,119,1.2
273,문경,1999-11,12.9,.9,15,1.6
273,문경,1999-12,5.7,-4.9,8,2
273,문경,2000-01,3.5,-5.7,26.1,2.1
273,문경,2000-02,4.4,-6.1,2,2.7
273,문경,2000-03,12.9,-.2,21,2.5
273,문경,2000-04,18.6,4.6,49,2.2
273,문경,2000-05,24.4,11,57.5,1.7
273,문경,2000-06,27.5,16.7,219.5,1.2
273,문경,2000-07,30.6,20.5,223.5,.8
273,문경,2000-08,29.1,20.9,404,.9
273,문경,2000-09,23.9,14,250,1.1
273,문경,2000-10,20.4,7.4,25.5,1
273,문경,2000-11,12.4,.3,39.5,1
273,문경,2000-12,6.4,-5.6,11,1
273,문경,2001-01,1.5,-7.4,40.1,.7
273,문경,2001-02,5.4,-4.9,56.1,.6
273,문경,2001-03,11.2,-1.3,8.9,2.6
273,문경,2001-04,19.9,4.3,10.5,2.2
273,문경,2001-05,25.1,11.4,23,1.9
273,문경,2001-06,27,16.5,278,1.5
273,문경,2001-07,30.1,20.2,141.5,1
273,문경,2001-08,30.2,19.3,58.5,1.1
273,문경,2001-09,26,13.2,88,1.2
273,문경,2001-10,20.5,9,104.5,1.2
273,문경,2001-11,13,.1,4,1.7
273,문경,2001-12,4.7,-4.8,13.5,2
273,문경,2002-01,4,-4.4,82.7,2.5
273,문경,2002-02,7.8,-4.2,2.1,2.1
273,문경,2002-03,13.6,.7,26,2.4
273,문경,2002-04,18.9,5.4,208,2.1
273,문경,2002-05,21.8,9.9,135,1.6
273,문경,2002-06,26.2,13.5,45,1.5
273,문경,2002-07,28,19.8,185.5,1.3
273,문경,2002-08,26,19.4,485,1
273,문경,2002-09,24.2,13.4,141,1
273,문경,2002-10,17,5.1,37,1.6
273,문경,2002-11,8.4,-2.2,13.5,2.4
273,문경,2002-12,5.4,-3.3,50.6,1.7
273,문경,2003-01,1.7,-7.6,23,2.5
273,문경,2003-02,5.7,-3.4,50.2,1.6
273,문경,2003-03,10.8,-.5,43,1.9
273,문경,2003-04,17.4,5.5,221.5,2
273,문경,2003-05,22.7,9.9,195.5,1.4
273,문경,2003-06,25.1,15.2,217,1.3
273,문경,2003-07,24.8,17.7,598.5,.9
273,문경,2003-08,26.6,18.9,311,.9
273,문경,2003-09,24.2,15.2,214,1.2
273,문경,2003-10,18.5,5.8,25,1.8
273,문경,2003-11,13.1,2.8,46,1.5
273,문경,2003-12,5.7,-3.5,17.9,2.7
273,문경,2004-01,3.3,-6.7,5.1,2.4
273,문경,2004-02,7.5,-4.3,20.1,2.5
273,문경,2004-03,11.8,-1,61.6,2.3
273,문경,2004-04,20.2,5.8,104.5,2.4
273,문경,2004-05,22.6,11.1,120.5,1.7
273,문경,2004-06,27.4,15.3,347.5,1.2
273,문경,2004-07,29.3,20.6,359,1.1
273,문경,2004-08,28.7,19.9,270.5,1.1
273,문경,2004-09,24.5,14.5,165,1.2
273,문경,2004-10,19.8,6.2,1,1.5
273,문경,2004-11,13.7,1.9,35.5,1.8
273,문경,2004-12,6.8,-3.9,15,1.9
273,문경,2005-01,2.4,-7,2.5,2.8
273,문경,2005-02,2.9,-7,19,2.5
273,문경,2005-03,10.6,-1.4,35,2.8
273,문경,2005-04,19.8,5.5,57.5,2.1
273,문경,2005-05,23.5,9.8,94,1.8
273,문경,2005-06,27.8,16.6,221.5,1.2
273,문경,2005-07,28.5,20.1,409.5,1.1
273,문경,2005-08,28.7,20,444.5,1
273,문경,2005-09,24.9,15.8,191,1
273,문경,2005-10,18.7,7.4,27,1.3
273,문경,2005-11,13.1,.5,10.5,1.7
273,문경,2005-12,1.3,-8.1,7.2,2.9
273,문경,2006-01,4.4,-5.3,31.5,1.9
273,문경,2006-02,5.1,-4.8,39.7,2.4
273,문경,2006-03,11.6,-.9,5.5,2.7
273,문경,2006-04,16.7,5.1,109.5,2.4
273,문경,2006-05,23.2,10.9,146,1.6
273,문경,2006-06,27,15.3,154.5,1.3
273,문경,2006-07,25.5,19.1,671,.9
273,문경,2006-08,31.2,21,77.5,1
273,문경,2006-09,24.2,12.3,25,1.2
273,문경,2006-10,23,8.8,23,1.1
273,문경,2006-11,12.6,1.9,57,1.6
273,문경,2006-12,5.8,-4.7,11.8,1.7
273,문경,2007-01,5.5,-4.8,4.5,2.1
273,문경,2007-02,9.6,-2.8,41.2,2
273,문경,2007-03,11.5,.8,114.5,2.2
273,문경,2007-04,17.7,4.7,29.5,2.1
273,문경,2007-05,23.9,10.7,122.5,1.8
273,문경,2007-06,27.1,15.2,116,1.2
273,문경,2007-07,26.6,18.9,266.5,1.1
273,문경,2007-08,29.6,21.3,376.5,.9
273,문경,2007-09,24.5,16.6,331,.8
273,문경,2007-10,20.2,8.4,25.5,.9
273,문경,2007-11,12.3,-.2,4.7,1.7
273,문경,2007-12,5.7,-3.2,16.4,1.9
273,문경,2008-01,3.2,-5.7,42.8,2
273,문경,2008-02,4.6,-6.8,3.9,2.6
273,문경,2008-03,13.1,.7,45.3,2
273,문경,2008-04,20.2,5.8,33.6,2.1
273,문경,2008-05,24.5,10.6,66.6,2
273,문경,2008-06,25.6,15.1,150,1.6
273,문경,2008-07,30.5,21.8,237.5,1.1
273,문경,2008-08,28.9,19.4,280,1.4
273,문경,2008-09,26.1,15.5,54.5,1.3
273,문경,2008-10,20.8,8.8,43.5,1.5
273,문경,2008-11,12.1,1.2,7.5,1.7
273,문경,2008-12,6.2,-4.6,9.6,2.1
273,문경,2009-01,3.8,-7.1,6,2.2
273,문경,2009-02,8.9,-2,17,1.2
273,문경,2009-03,12.5,.4,59,2.4
273,문경,2009-04,19.7,6.2,56,2.3
273,문경,2009-05,25.6,11.5,138.2,1.8
273,문경,2009-06,28,16,108.3,1.6
273,문경,2009-07,27.3,18.8,485.8,1.3
273,문경,2009-08,27.9,18.9,134.6,1.3
273,문경,2009-09,26.5,14.6,66.6,1.3
273,문경,2009-10,21.6,7.5,21.2,1.6
273,문경,2009-11,11.9,2,56,2
273,문경,2009-12,4.6,-4.7,38.5,2.4
273,문경,2010-01,1.7,-8.2,27.3,2.5
273,문경,2010-02,5.5,-3.9,77,2.1
273,문경,2010-03,8.7,-.4,76.9,2.3
273,문경,2010-04,15.1,3,76,2.4
273,문경,2010-05,23.4,9.8,134,1.8
273,문경,2010-06,28.6,15.7,27,1.5
273,문경,2010-07,29.3,20.9,165.1,1.1
273,문경,2010-08,30.3,22.5,424.8,.9
273,문경,2010-09,25.6,15.9,175.1,1.2
273,문경,2010-10,19.4,7,22.9,1.5
273,문경,2010-11,12,-.6,7,2
273,문경,2010-12,4.5,-5.8,24.9,2.4
273,문경,2011-01,-.8,-10.6,1.1,3
273,문경,2011-02,7.9,-4.1,49.2,1.8
273,문경,2011-03,10.4,-1.1,19,2.8
273,문경,2011-04,17.6,4.7,112.4,2.2
273,문경,2011-05,22.8,11,156.5,1.8
273,문경,2011-06,27.7,16.2,366.5,1.6
273,문경,2011-07,28.7,21.3,420.8,1.1
273,문경,2011-08,28.7,21,300.7,1.2
273,문경,2011-09,25.7,15.2,94.1,1.3
273,문경,2011-10,19.5,6.7,50.6,1.5
273,문경,2011-11,14.5,4.9,76.2,1.6
273,문경,2011-12,4.7,-5.2,19,2.3
273,문경,2012-01,3,-7.4,6.1,2.1
273,문경,2012-02,4.1,-7.3,.3,2.4
273,문경,2012-03,10.6,-.1,97.5,2.4
273,문경,2012-04,19,6.2,113.8,2.4
273,문경,2012-05,24.8,11.9,42.1,1.7
273,문경,2012-06,27.3,16.8,65.6,1.7
273,문경,2012-07,29.8,21.4,269.9,1.3
273,문경,2012-08,30.2,22.3,437.7,1.4
273,문경,2012-09,25.4,14.8,199.6,1.3
273,문경,2012-10,20.8,6.3,67.3,1.6
273,문경,2012-11,10.6,.5,63.2,2.1
273,문경,2012-12,1.5,-7.8,32.4,2.2
273,문경,2013-01,1.6,-7.8,46.1,2
273,문경,2013-02,5.2,-5.2,47.4,2.3
273,문경,2013-03,13.8,-.7,45.8,2.2
273,문경,2013-04,16.2,3.5,94.3,2.3
273,문경,2013-05,24.9,11,158,1.9
273,문경,2013-06,28.1,17.7,228.8,1.4
273,문경,2013-07,30.7,22.5,232,1.1
273,문경,2013-08,32.4,21.7,138.7,1.2
273,문경,2013-09,25.7,15.3,143,1.2
273,문경,2013-10,21.5,8.2,47.7,1.5
273,문경,2013-11,10.9,1.1,67.6,2.2
273,문경,2013-12,5.6,-3.5,24.2,2.1
273,문경,2014-01,5.6,-5.3,3.9,2
273,문경,2014-02,7.8,-3.6,5.1,1.8
273,문경,2014-03,13.8,1.6,77.2,2
273,문경,2014-04,20.5,6.9,52.6,2
273,문경,2014-05,25.9,10.8,56.5,2.1
273,문경,2014-06,26.9,16.7,103.5,1.6
273,문경,2014-07,29.9,20.3,63.5,1.4
273,문경,2014-08,27.1,19.4,297,1.4
273,문경,2014-09,25.9,14.4,107.4,1.3
273,문경,2014-10,20,6.8,186.1,1.4
273,문경,2014-11,13.2,2.1,37.2,1.7
273,문경,2014-12,2.5,-6.8,16,2.7
273,문경,2015-01,4.4,-5.2,8.7,2.1
273,문경,2015-02,6.7,-3.4,34.1,2.4
273,문경,2015-03,13.7,-.5,48.1,2.4
273,문경,2015-04,18,6.2,83.2,1.9
273,문경,2015-05,25.8,11.5,44,2
273,문경,2015-06,28,16.2,92.1,1.7
273,문경,2015-07,28.6,19.7,108,1.3
273,문경,2015-08,30.1,19.5,78.7,1.3
273,문경,2015-09,25.9,13.2,37,1.4
273,문경,2015-10,20.7,7.6,63.9,1.8
273,문경,2015-11,12.2,5,129.2,1.5
273,문경,2015-12,6.1,-2.9,38.3,1.9
273,문경,2016-01,2.4,-6.1,7.4,2.4
273,문경,2016-02,5.6,-4.5,42.6,2.4
273,문경,2016-03,12.7,.4,42.1,1.9
273,문경,2016-04,20.2,6.8,168,2.1
273,문경,2016-05,25.2,10.6,73,2
273,문경,2016-06,27.8,16.8,49.5,1.6
273,문경,2016-07,29.3,20.4,407.6,1.3
273,문경,2016-08,31.7,20.3,51.7,1.6
273,문경,2016-09,24.4,15.9,140.1,1.2
273,문경,2016-10,19.1,9.4,122.2,1.4
273,문경,2016-11,11.1,.7,26,1.7
273,문경,2016-12,6.9,-2.9,63.6,2
273,문경,2017-01,4.7,-5.8,6.4,2.5
273,문경,2017-02,6.8,-4.6,44.1,2.7
273,문경,2017-03,12.8,.2,24.3,2.3
273,문경,2017-04,20.9,7.2,80.6,2.3
273,문경,2017-05,26.2,12.1,25,2.2
273,문경,2017-06,28.8,15.6,62.7,1.8
273,문경,2017-07,29.8,21.9,678.7,1.1
273,문경,2017-08,29.4,20.6,211.6,1.3
273,문경,2017-09,26.1,13.7,89,1.4
273,문경,2017-10,20.9,9.4,48.6,1.5
273,문경,2017-11,11.9,.1,3.6,2.2
273,문경,2017-12,3.9,-6.2,18.2,2.5
273,문경,2018-01,2,-7.2,22,2.5
273,문경,2018-02,5.5,-6.3,29.7,2.6
273,문경,2018-03,14.7,1.6,116,2.1
273,문경,2018-04,20.3,6.6,157.6,2.4
273,문경,2018-05,23.8,11.5,128.1,1.9
273,문경,2018-06,28.2,17.1,62.9,1.9
273,문경,2018-07,32.2,21.9,174.2,1.5
273,문경,2018-08,32.6,21.9,275.1,1.7
273,문경,2018-09,24.7,14.5,164.9,1.5
273,문경,2018-10,18.5,6.3,141.6,1.8
273,문경,2018-11,13.7,1.2,56,1.6
273,문경,2018-12,5,-5,32,2.3
273,문경,2019-01,5.1,-5.2,.1,2.6
273,문경,2019-02,7.5,-3.2,32,2.2
273,문경,2019-03,14.2,.7,28.9,2.5
273,문경,2019-04,18.5,5.3,100.5,2.1
273,문경,2019-05,26.3,10.8,58.3,2.1
273,문경,2019-06,27.8,15.6,82.5,1.5
273,문경,2019-07,29.3,20.3,234.8,1.5
273,문경,2019-08,31,20.6,142.2,1.5
273,문경,2019-09,25.8,16.3,192.9,1.3
273,문경,2019-10,21,9.3,125.9,1.6
273,문경,2019-11,14.2,1.7,64.1,1.8
273,문경,2019-12,6.4,-3.5,20.3,2
273,문경,2020-01,6.5,-2.2,61.5,1.9
273,문경,2020-02,8,-2.5,71.8,2.1
273,문경,2020-03,14.3,.9,15.4,2.5
273,문경,2020-04,17.6,4.2,28.7,2.6
273,문경,2020-05,23.5,11.5,129.3,1.8
273,문경,2020-06,28.4,17.6,175.9,1.5
273,문경,2020-07,25.7,19,595.7,1.1
273,문경,2020-08,30.2,22.5,454.4,1
273,문경,2020-09,24.5,14.8,118.4,1.3
273,문경,2020-10,19.4,6.9,1.7,1.7
273,문경,2020-11,12.9,2.4,38.4,2
273,문경,2020-12,4.9,-5.2,3.2,2.3
273,문경,2021-01,3.4,-7.4,13.4,2.3
273,문경,2021-02,8.9,-3.3,10.7,2.6
273,문경,2021-03,14.4,2.5,107.1,1.9
273,문경,2021-04,19.1,6.5,90.8,2.1
273,문경,2021-05,21.6,10.2,178.4,1.7
273,문경,2021-06,26.8,16.6,86.5,1.2
273,문경,2021-07,30.7,21.2,332.7,1.1
273,문경,2021-08,28.4,20.3,272.8,.9
273,문경,2021-09,25.1,16,199.2,1.2
273,문경,2021-10,20.3,9.1,36.7,1.2
273,문경,2021-11,13.5,2.4,36.5,1.9
273,문경,2021-12,6.5,-4.1,2.5,2.4
273,문경,2022-01,4.2,-6.5,3,2.1
273,문경,2022-02,4.8,-5.8,1.9,2.8
273,문경,2022-03,13.5,1.3,133.6,2
273,문경,2022-04,21.3,6.8,68.3,1.9
273,문경,2022-05,25.2,11,5,1.8
273,문경,2022-06,27.9,17,95.9,1.3
273,문경,2022-07,30.3,21.9,216.5,1.2
273,문경,2022-08,28.7,21.2,338.6,1
273,문경,2022-09,25.9,15.3,78.1,1.4
273,문경,2022-10,19.5,7.7,59,1.5
273,문경,2022-11,15.5,2.4,31.6,1.6
273,문경,2022-12,2.6,-6.9,10.3,2.3
273,문경,2023-01,4.1,-6.6,30.9,2.2
273,문경,2023-02,8.2,-3.1,7,2
273,문경,2023-03,17.3,2.1,31.7,2
273,문경,2023-04,19.3,5.8,63.4,1.9
273,문경,2023-05,24.1,11.3,173.7,1.5
273,문경,2023-06,28,17.4,231,1.4
273,문경,2023-07,29.7,21.8,728.1,1
273,문경,2023-08,30.9,22.3,264.1,1.1
273,문경,2023-09,26.6,18,259.5,.9
273,문경,2023-10,20.7,7.8,8.3,1.4
273,문경,2023-11,12.7,1.4,36.4,2.1
273,문경,2023-12,5.9,-3.3,108.6,1.8
273,문경,2024-01,4.5,-4.3,25.2,2.1
273,문경,2024-02,7.8,-.7,109.3,1.6
273,문경,2024-03,12.4,.7,57.4,2.1
273,문경,2024-04,21.7,9.1,75.6,1.6
273,문경,2024-05,24.4,10.9,151.9,1.6
273,문경,2024-06,29,17,116.1,1.4
273,문경,2024-07,29.8,22.6,435.5,1.1
273,문경,2024-08,32.6,22.8,95.9,1
273,문경,2024-09,29.1,19.7,190.8,.9
273,문경,2024-10,20.4,10.4,100.8,1.2
273,문경,2024-11,14.7,3.7,37,1.7
273,문경,2024-12,5.8,-3,4.5,2.5
273,문경,2025-01,4.3,-5.3,15.9,2
273,문경,2025-02,4.4,-6.1,7.8,2.9
273,문경,2025-03,13.5,1.6,40.8,2.1
273,문경,2025-04,20.2,6.4,71.6,2
276,청송군,2010-09,25.6,14.6,133,.7
276,청송군,2010-10,19.4,7.2,24.1,.8
276,청송군,2010-11,12.3,-3.3,7,1.3
276,청송군,2010-12,4.9,-7.2,19.8,2.1
